ID,nb_visits,entry_nb_visits,exit_nb_visits
http://mondedulivre.hypotheses.org/1974,3099,3003.0,2983.0
http://morflog.hypotheses.org/482,3098,2923.0,2914.0
http://archinfo01.hypotheses.org/770,3082,2970.0,2977.0
http://mondedulivre.hypotheses.org/5048,3082,3052.0,3035.0
http://womenproperty.hypotheses.org/346,3046,2805.0,2840.0
http://devhist.hypotheses.org/1349,2995,2803.0,2801.0
http://eduveille.hypotheses.org/7855,2981,2946.0,2906.0
http://russeurope.hypotheses.org/5618,2981,1247.0,1921.0
http://russeurope.hypotheses.org/5782,2935,828.0,2034.0
http://criminocorpus.hypotheses.org/9822,2928,2854.0,2812.0
http://lodyans.hypotheses.org/381,2908,2722.0,2668.0
http://russeurope.hypotheses.org/5793,2881,780.0,1909.0
http://russeurope.hypotheses.org/5626,2876,1059.0,1899.0
http://russeurope.hypotheses.org/5766,2863,1093.0,1821.0
http://russeurope.hypotheses.org/5581,2846,1303.0,2009.0
http://russeurope.hypotheses.org/5711,2792,1350.0,2239.0
http://russeurope.hypotheses.org/5620,2756,1030.0,1623.0
http://blogterrain.hypotheses.org/4767,2713,2698.0,2696.0
http://russeurope.hypotheses.org/5819,2701,1280.0,1911.0
http://mondedulivre.hypotheses.org/337,2674,2377.0,2394.0
http://edupass.hypotheses.org/758,2670,2509.0,2475.0
http://arlap.hypotheses.org/7953,2659,2604.0,2584.0
http://dsf.hypotheses.org/560,2651,2517.0,2511.0
http://criminocorpus.hypotheses.org/23086,2644,2636.0,2603.0
http://vellocinodeoro.hypotheses.org/68,2620,2404.0,2409.0
http://buclermont.hypotheses.org/2743,2612,2555.0,2546.0
http://russeurope.hypotheses.org/5715,2605,1023.0,1623.0
http://russeurope.hypotheses.org/5589,2586,1399.0,1929.0
http://eduveille.hypotheses.org/7771,2572,2546.0,2519.0
http://russeurope.hypotheses.org/5573,2565,1155.0,1793.0
http://russeurope.hypotheses.org/5609,2563,1091.0,1874.0
http://freakonometrics.hypotheses.org/8210,2556,2539.0,2515.0
http://abolition.hypotheses.org/796,2552,2435.0,2428.0
http://altervsego.hypotheses.org/272,2504,2364.0,2349.0
http://ess.hypotheses.org/548,2504,2488.0,2462.0
http://russeurope.hypotheses.org/5604,2484,1127.0,1942.0
http://abolition.hypotheses.org/99,2470,2152.0,2197.0
http://russeurope.hypotheses.org/5867,2465,954.0,1868.0
http://russeurope.hypotheses.org/5613,2460,1234.0,1801.0
http://ies.hypotheses.org/324,2456,2127.0,2166.0
http://russeurope.hypotheses.org/5784,2452,935.0,1751.0
http://mondedulivre.hypotheses.org/1929,2448,2364.0,2332.0
http://buclermont.hypotheses.org/1311,2447,2263.0,2259.0
http://freakonometrics.hypotheses.org/19817,2447,2429.0,2401.0
http://historischdenken.hypotheses.org/2650,2432,2368.0,2365.0
http://ch.hypotheses.org/983,2428,2094.0,2122.0
http://eduveille.hypotheses.org/245,2428,2193.0,2210.0
http://enthese.hypotheses.org/334,2383,2157.0,2148.0
http://russeurope.hypotheses.org/5747,2376,717.0,1513.0
http://devhist.hypotheses.org/849,2373,2014.0,1923.0
http://sms.hypotheses.org/2615,2371,2269.0,2267.0
http://indomemoires.hypotheses.org/3261,2366,2321.0,2295.0
http://ateliercst.hypotheses.org/606,2364,2267.0,2274.0
http://russeurope.hypotheses.org/5583,2362,899.0,1672.0
http://edupass.hypotheses.org/569,2355,2230.0,2225.0
http://russeurope.hypotheses.org/5837,2330,730.0,1615.0
http://materdolorosa.hypotheses.org/164,2313,2173.0,2158.0
http://enthese.hypotheses.org/1286,2305,2048.0,2051.0
http://chmcc.hypotheses.org/675,2274,2079.0,2052.0
http://vellocinodeoro.hypotheses.org/67,2272,1778.0,1980.0
http://dsf.hypotheses.org/289,2271,2111.0,2122.0
http://buclermont.hypotheses.org/2474,2252,2104.0,2130.0
http://m2dsplille.hypotheses.org/136,2233,2047.0,2047.0
http://russeurope.hypotheses.org/5752,2229,987.0,1684.0
http://paleografia.hypotheses.org/2183,2221,2208.0,2156.0
http://arlap.hypotheses.org/3113,2218,2098.0,2091.0
http://redaktionsblog.hypotheses.org/1706,2203,2158.0,2145.0
http://cstc.hypotheses.org/1456,2190,2090.0,2073.0
http://dejavu.hypotheses.org/558,2185,2045.0,2065.0
http://russeurope.hypotheses.org/5563,2174,699.0,1384.0
http://devhist.hypotheses.org/3103,2146,1984.0,2006.0
http://vellocinodeoro.hypotheses.org/1507,2143,2112.0,2087.0
http://revolution1989.hypotheses.org/78,2140,1981.0,1928.0
http://mystique.hypotheses.org/123,2135,1780.0,1818.0
http://russeurope.hypotheses.org/5758,2126,605.0,1318.0
http://peripoietikes.hypotheses.org/294,2109,1842.0,1848.0
http://maisondescarnets.hypotheses.org/262,2104,1931.0,1934.0
http://russeurope.hypotheses.org/5892,2098,907.0,1615.0
http://gab.hypotheses.org/695,2097,2006.0,2010.0
http://russeurope.hypotheses.org/5743,2090,965.0,1490.0
http://act.hypotheses.org/182,2088,1838.0,1720.0
http://freakonometrics.hypotheses.org/18117,2074,2057.0,2031.0
http://devhist.hypotheses.org/2237,2072,1753.0,1751.0
http://biospraktikos.hypotheses.org/1921,2071,2008.0,2004.0
http://ifpo.hypotheses.org/683,2035,1934.0,1808.0
http://edupass.hypotheses.org/1066,2031,1860.0,1867.0
http://dejavu.hypotheses.org/1225,2030,1934.0,1930.0
http://academia.hypotheses.org/545,2022,1605.0,1660.0
http://pddtm.hypotheses.org/257,2021,1876.0,1885.0
http://freakonometrics.hypotheses.org/2091,1971,1923.0,1864.0
http://academia.hypotheses.org/574,1963,1730.0,1737.0
http://devhist.hypotheses.org/34,1961,1537.0,1599.0
http://lettunilim.hypotheses.org/49,1942,1639.0,1615.0
http://peripoietikes.hypotheses.org/366,1921,1708.0,1728.0
http://edupass.hypotheses.org/915,1918,1849.0,1848.0
http://fraudmeshs.hypotheses.org/82,1896,1644.0,1659.0
http://ried.hypotheses.org/101,1896,1760.0,1739.0
http://russeurope.hypotheses.org/5566,1884,778.0,1498.0
http://russeurope.hypotheses.org/5899,1861,750.0,1074.0
http://quanti.hypotheses.org/112,1858,1797.0,1729.0
http://colloquehh.hypotheses.org/126,1844,1411.0,1610.0
http://russeurope.hypotheses.org/2019,1840,1803.0,1796.0
http://ahcesr.hypotheses.org/608,1834,1614.0,1624.0
http://freakonometrics.hypotheses.org/12729,1831,1788.0,1776.0
http://russeurope.hypotheses.org/5623,1811,427.0,1058.0
http://enthese.hypotheses.org/226,1799,1543.0,1514.0
http://data.hypotheses.org/959,1777,1690.0,1707.0
http://mondedulivre.hypotheses.org/4116,1745,1680.0,1670.0
http://historischdenken.hypotheses.org/3677,1734,1630.0,1659.0
http://intersex.hypotheses.org/157,1712,1454.0,1487.0
http://kure.hypotheses.org/112,1696,1512.0,1517.0
http://historischdenken.hypotheses.org/3063,1687,1638.0,1657.0
http://russeurope.hypotheses.org/5686,1683,559.0,1121.0
http://histoiredemode.hypotheses.org/701,1642,1591.0,1584.0
http://sinelege.hypotheses.org/3398,1637,1602.0,1594.0
http://biblioweb.hypotheses.org/5492,1629,1576.0,1575.0
http://enseignement-latin.hypotheses.org/103,1627,1323.0,1391.0
http://enthese.hypotheses.org/1490,1617,1472.0,1302.0
http://sms.hypotheses.org/8294,1599,1556.0,1539.0
http://shsvih.hypotheses.org/496,1579,1435.0,1440.0
http://homosexus.hypotheses.org/432,1574,1472.0,1469.0
http://mes.hypotheses.org/605,1563,1360.0,1370.0
http://archinfo01.hypotheses.org/1047,1550,1512.0,1502.0
http://enthese.hypotheses.org/559,1550,1246.0,1264.0
http://lta.hypotheses.org/177,1537,1437.0,1409.0
http://ruedesfacs.hypotheses.org/2509,1534,1505.0,1511.0
http://peripoietikes.hypotheses.org/336,1528,1341.0,1360.0
http://act.hypotheses.org/2158,1506,1406.0,1380.0
http://russeurope.hypotheses.org/5804,1489,441.0,1104.0
http://mondis.hypotheses.org/529,1483,1413.0,1408.0
http://fraudmeshs.hypotheses.org/89,1476,1285.0,1270.0
http://enthese.hypotheses.org/1077,1474,1259.0,1188.0
http://edupass.hypotheses.org/824,1466,1371.0,1383.0
http://vellocinodeoro.hypotheses.org/721,1463,1341.0,1332.0
http://peripoietikes.hypotheses.org/709,1455,1312.0,1295.0
http://freakonometrics.hypotheses.org/2390,1443,1437.0,1386.0
http://dlc.hypotheses.org/807,1440,1331.0,1331.0
http://cuedespyd.hypotheses.org/202,1438,1303.0,1314.0
http://vellocinodeoro.hypotheses.org/632,1437,1335.0,1347.0
http://recipes.hypotheses.org/8935,1432,1408.0,1256.0
http://russeurope.hypotheses.org/5661,1431,474.0,999.0
http://edupass.hypotheses.org/221,1430,1239.0,1255.0
http://ch.hypotheses.org/1387,1428,1358.0,1360.0
http://russeurope.hypotheses.org/5733,1426,489.0,996.0
http://freakonometrics.hypotheses.org/160,1420,1272.0,1241.0
http://eduveille.hypotheses.org/8549,1419,1334.0,1305.0
http://jazzmusica.hypotheses.org/187,1415,1219.0,1203.0
http://russeurope.hypotheses.org/5738,1414,475.0,799.0
http://apela.hypotheses.org/541,1411,1292.0,1284.0
http://zotero.hypotheses.org/1224,1410,1133.0,1126.0
http://russeurope.hypotheses.org/5775,1405,346.0,903.0
http://sottovoce.hypotheses.org/62,1404,1256.0,1261.0
http://printemps.hypotheses.org/1253,1401,1360.0,1352.0
http://1920.hypotheses.org/2772,1397,1282.0,1280.0
http://sociomili.hypotheses.org/372,1393,1165.0,1193.0
http://rgeomatic.hypotheses.org/659,1391,1046.0,954.0
http://historischdenken.hypotheses.org/2621,1386,1318.0,1316.0
http://teteschercheuses.hypotheses.org/1141,1386,1228.0,1243.0
http://academia.hypotheses.org/1882,1380,1286.0,1184.0
http://tcp.hypotheses.org/318,1380,1126.0,1140.0
http://emotion.hypotheses.org/193,1367,1218.0,1188.0
http://academia.hypotheses.org/3000,1363,1277.0,1251.0
http://surunsonrap.hypotheses.org/3038,1361,1332.0,1343.0
http://karnak.hypotheses.org/104,1357,1314.0,1250.0
http://medienbildung.hypotheses.org/676,1357,1258.0,1261.0
http://peripoietikes.hypotheses.org/341,1348,1162.0,1210.0
http://resoshs.hypotheses.org/27,1348,1216.0,1193.0
http://antiquipop.hypotheses.org/1015,1345,1106.0,1105.0
http://heraldica.hypotheses.org/5557,1343,664.0,986.0
http://soziologieblog.hypotheses.org/4844,1340,1311.0,1306.0
http://rcritica.hypotheses.org/1198,1318,1281.0,1260.0
http://antiquipop.hypotheses.org/83,1303,1243.0,1241.0
http://sottovoce.hypotheses.org/776,1300,1283.0,1257.0
http://russeurope.hypotheses.org/5568,1297,339.0,777.0
http://dejavu.hypotheses.org/2614,1296,1246.0,1259.0
http://sms.hypotheses.org/8471,1292,1208.0,1206.0
http://sms.hypotheses.org/8718,1287,1184.0,1162.0
http://archeorient.hypotheses.org/792,1281,1151.0,1120.0
http://antiquipop.hypotheses.org/1018,1280,1039.0,1049.0
http://russeurope.hypotheses.org/5638,1280,371.0,842.0
http://m2dsplille.hypotheses.org/155,1272,1125.0,1130.0
http://sinelege.hypotheses.org/3187,1263,1090.0,839.0
http://flanerie.hypotheses.org/189,1260,1107.0,1140.0
http://veraicona.hypotheses.org/546,1257,1167.0,1191.0
http://identification.hypotheses.org/454,1251,1171.0,1170.0
http://russeurope.hypotheses.org/3006,1249,1137.0,1129.0
http://heraldica.hypotheses.org/1770,1235,1077.0,1115.0
http://jusadlib.hypotheses.org/79,1235,1149.0,996.0
http://sms.hypotheses.org/7476,1235,796.0,620.0
http://russeurope.hypotheses.org/5591,1229,325.0,837.0
http://academia.hypotheses.org/438,1224,966.0,972.0
http://traces.hypotheses.org/1885,1205,1100.0,1098.0
http://zilsel.hypotheses.org/2802,1198,909.0,986.0
http://jusadlib.hypotheses.org/97,1181,1129.0,1112.0
http://expojeu.hypotheses.org/184,1172,1018.0,1028.0
http://russeurope.hypotheses.org/5675,1170,487.0,948.0
http://ateliercst.hypotheses.org/1013,1167,1069.0,1075.0
http://peripoietikes.hypotheses.org/399,1164,1016.0,1042.0
http://reflexivites.hypotheses.org/4736,1142,1130.0,1102.0
http://espejoclio.hypotheses.org/835,1137,984.0,956.0
http://archivtag.hypotheses.org/479,1135,1063.0,1071.0
http://russeurope.hypotheses.org/5606,1123,333.0,770.0
http://aggiornamento.hypotheses.org/3654,1122,1067.0,1063.0
http://arlap.hypotheses.org/1864,1122,1044.0,1048.0
http://paleografia.hypotheses.org/1943,1120,977.0,934.0
http://craterre.hypotheses.org/1375,1115,1047.0,936.0
http://vellocinodeoro.hypotheses.org/449,1101,990.0,988.0
http://mittelalter.hypotheses.org/9490,1091,1006.0,1025.0
http://arlap.hypotheses.org/1940,1089,1063.0,1026.0
http://buclermont.hypotheses.org/1174,1089,1069.0,1068.0
http://paragone.hypotheses.org/736,1085,891.0,856.0
http://rwanda.hypotheses.org/411,1084,995.0,993.0
http://scoms.hypotheses.org/775,1079,1046.0,1047.0
http://polaf.hypotheses.org/1669,1071,997.0,981.0
http://arlap.hypotheses.org/74,1067,930.0,932.0
http://sindh.hypotheses.org/1125,1065,930.0,955.0
http://russie.hypotheses.org/1590,1060,992.0,922.0
http://sms.hypotheses.org/8952,1044,783.0,769.0
http://eduveille.hypotheses.org/8507,1035,965.0,932.0
http://criminocorpus.hypotheses.org/6999,1033,1024.0,1001.0
http://soziologieblog.hypotheses.org/4783,1033,1021.0,1006.0
http://sms.hypotheses.org/8782,1031,804.0,799.0
http://data.hypotheses.org/1144,1025,867.0,862.0
http://peripoietikes.hypotheses.org/51,1020,796.0,835.0
http://pocram.hypotheses.org/1393,1019,957.0,897.0
http://soziologieblog.hypotheses.org/9507,1015,1012.0,1001.0
http://buclermont.hypotheses.org/1932,997,920.0,934.0
http://flows.hypotheses.org/235,996,874.0,881.0
http://recipes.hypotheses.org/3344,972,958.0,952.0
http://sms.hypotheses.org/9203,971,695.0,696.0
http://cescm.hypotheses.org/5169,942,882.0,874.0
http://dessins.hypotheses.org/382,942,847.0,868.0
http://arlap.hypotheses.org/3730,938,848.0,846.0
http://poleproust.hypotheses.org/1397,934,884.0,881.0
http://russeurope.hypotheses.org/5699,931,251.0,581.0
http://quanti.hypotheses.org/795,930,790.0,784.0
http://archivalia.hypotheses.org/63704,928,851.0,766.0
http://quanti.hypotheses.org/1011,925,909.0,908.0
http://eduveille.hypotheses.org/2406,919,875.0,876.0
http://paragone.hypotheses.org/178,917,803.0,777.0
http://gedi.hypotheses.org/31,897,794.0,802.0
http://russeurope.hypotheses.org/4692,897,836.0,834.0
http://ifph.hypotheses.org/1271,893,553.0,725.0
http://archinfo01.hypotheses.org/2018,886,827.0,792.0
http://freakonometrics.hypotheses.org/48285,877,859.0,848.0
http://zilsel.hypotheses.org/2824,859,769.0,771.0
http://arlap.hypotheses.org/5022,855,809.0,784.0
http://arlap.hypotheses.org/3804,840,763.0,762.0
http://tcatf.hypotheses.org/230,836,717.0,722.0
http://eduveille.hypotheses.org/3815,835,829.0,830.0
http://academia.hypotheses.org/2900,832,750.0,655.0
http://ifph.hypotheses.org/1337,826,640.0,701.0
http://printemps.hypotheses.org/1400,826,799.0,794.0
http://abolition.hypotheses.org/197,825,737.0,736.0
http://sociovoce.hypotheses.org/279,816,689.0,696.0
http://freakonometrics.hypotheses.org/50518,812,722.0,708.0
http://mittelalter.hypotheses.org/9774,812,713.0,732.0
http://arlap.hypotheses.org/3041,805,757.0,769.0
http://globalherit.hypotheses.org/4012,805,793.0,795.0
http://mittelalter.hypotheses.org/1938,802,778.0,772.0
http://sms.hypotheses.org/8787,796,558.0,555.0
http://anglesdroit.hypotheses.org/493,795,747.0,742.0
http://mastersociologie.hypotheses.org/2034,792,759.0,750.0
http://sms.hypotheses.org/8941,788,547.0,532.0
http://chantiers.hypotheses.org/637,784,626.0,654.0
http://etusourdes.hypotheses.org/266,764,616.0,588.0
http://pddtm.hypotheses.org/304,761,690.0,664.0
http://enseignement-latin.hypotheses.org/4209,756,729.0,711.0
http://russeurope.hypotheses.org/5682,754,268.0,498.0
http://sms.hypotheses.org/8834,751,444.0,470.0
http://mad.hypotheses.org/375,749,693.0,701.0
http://losreinosdelasindias.hypotheses.org/1207,742,730.0,695.0
http://arlap.hypotheses.org/6591,735,724.0,714.0
http://paragone.hypotheses.org/851,734,702.0,679.0
http://hccj.hypotheses.org/93,725,621.0,643.0
http://antiquipop.hypotheses.org/518,720,599.0,606.0
http://industrias-culturais.hypotheses.org/13890,717,717.0,707.0
http://languesdefeu.hypotheses.org/551,714,660.0,662.0
http://grupointer.hypotheses.org/347,709,650.0,655.0
http://dsf.hypotheses.org/547,708,634.0,607.0
http://archinfo01.hypotheses.org/317,707,632.0,629.0
http://devhist.hypotheses.org/554,706,633.0,624.0
http://dguw.hypotheses.org/319,705,632.0,643.0
http://peripoietikes.hypotheses.org/562,691,632.0,630.0
http://iqbal.hypotheses.org/1813,688,644.0,642.0
http://aprab.hypotheses.org/414,683,613.0,606.0
http://biospraktikos.hypotheses.org/1275,681,629.0,615.0
http://devhist.hypotheses.org/243,680,624.0,635.0
http://braises.hypotheses.org/359,672,635.0,615.0
http://amusearte.hypotheses.org/1675,668,653.0,649.0
http://apparences.hypotheses.org/204,665,591.0,598.0
http://psych.hypotheses.org/26,663,616.0,617.0
http://academia.hypotheses.org/2948,661,548.0,549.0
http://freakonometrics.hypotheses.org/50181,659,617.0,598.0
http://edupass.hypotheses.org/1049,656,570.0,587.0
http://masterabd.hypotheses.org/573,655,634.0,619.0
http://socrates.hypotheses.org/92,655,559.0,585.0
http://globalherit.hypotheses.org/2278,653,640.0,635.0
http://recipes.hypotheses.org/9209,653,632.0,636.0
http://originaux.hypotheses.org/81,643,532.0,537.0
http://imagotrad.hypotheses.org/183,637,494.0,567.0
http://edupass.hypotheses.org/296,636,572.0,560.0
http://freakonometrics.hypotheses.org/19925,635,614.0,613.0
http://penseedudiscours.hypotheses.org/6100,634,621.0,616.0
http://freakonometrics.hypotheses.org/50078,632,494.0,515.0
http://labexmed.hypotheses.org/2114,626,518.0,550.0
http://jusadlib.hypotheses.org/111,625,602.0,597.0
http://epistemofinance.hypotheses.org/2814,624,440.0,415.0
http://hvos.hypotheses.org/203,622,535.0,551.0
http://maps.hypotheses.org/1252,622,525.0,368.0
http://rgeomatic.hypotheses.org/622,619,539.0,513.0
http://peripoietikes.hypotheses.org/270,618,513.0,517.0
http://traces.hypotheses.org/1713,616,556.0,558.0
http://neocarto.hypotheses.org/2851,614,495.0,480.0
http://cpa.hypotheses.org/6206,611,578.0,571.0
http://russeurope.hypotheses.org/85,606,329.0,383.0
http://sprache.hypotheses.org/147,604,480.0,507.0
http://russeurope.hypotheses.org/5323,599,538.0,522.0
http://freakonometrics.hypotheses.org/50129,597,554.0,553.0
http://sinelege.hypotheses.org/3573,597,562.0,560.0
http://russeurope.hypotheses.org/5822,594,392.0,434.0
http://aretio.hypotheses.org/325,590,468.0,460.0
http://sinelege.hypotheses.org/3534,590,500.0,513.0
http://criminocorpus.hypotheses.org/22180,580,574.0,576.0
http://mondis.hypotheses.org/607,578,553.0,553.0
http://russeurope.hypotheses.org/4726,576,484.0,495.0
http://sms.hypotheses.org/9182,571,234.0,262.0
http://daan.hypotheses.org/208,561,454.0,441.0
http://russeurope.hypotheses.org/5912,558,181.0,446.0
http://abolition.hypotheses.org/603,557,514.0,510.0
http://russeurope.hypotheses.org/5859,557,305.0,381.0
http://dyntran.hypotheses.org/1826,556,539.0,512.0
http://recipes.hypotheses.org/9170,552,507.0,503.0
http://industrias-culturais.hypotheses.org/10528,551,551.0,548.0
http://globalherit.hypotheses.org/3865,550,550.0,550.0
http://patmagh.hypotheses.org/174,550,498.0,487.0
http://arlap.hypotheses.org/3807,549,484.0,485.0
http://mac.hypotheses.org/747,548,486.0,508.0
http://leo.hypotheses.org/13328,542,505.0,497.0
http://red.hypotheses.org/522,537,464.0,456.0
http://politbistro.hypotheses.org/4449,536,520.0,463.0
http://humansea.hypotheses.org/787,535,484.0,493.0
http://erinnerung.hypotheses.org/1261,534,530.0,524.0
http://presquepartout.hypotheses.org/550,534,483.0,480.0
http://monnaieprix.hypotheses.org/91,533,517.0,496.0
http://vellocinodeoro.hypotheses.org/1467,533,494.0,512.0
http://lyonnais.hypotheses.org/2569,531,515.0,494.0
http://aggiornamento.hypotheses.org/2128,529,489.0,495.0
http://zilsel.hypotheses.org/2415,521,372.0,393.0
http://kure.hypotheses.org/218,517,437.0,409.0
http://iismm.hypotheses.org/26916,510,505.0,505.0
http://handipol.hypotheses.org/298,509,467.0,469.0
http://sottovoce.hypotheses.org/948,508,433.0,445.0
http://iqbal.hypotheses.org/1384,507,493.0,494.0
http://freakonometrics.hypotheses.org/50175,506,414.0,346.0
http://natpol.hypotheses.org/95,504,381.0,364.0
http://aracapag.hypotheses.org/761,503,250.0,241.0
http://freakonometrics.hypotheses.org/50003,502,409.0,396.0
http://freakonometrics.hypotheses.org/13329,496,480.0,447.0
http://industrias-culturais.hypotheses.org/10195,495,493.0,490.0
http://eduveille.hypotheses.org/8466,490,458.0,443.0
http://lacito.hypotheses.org/1488,490,460.0,458.0
http://sinelege.hypotheses.org/3607,490,428.0,458.0
http://sms.hypotheses.org/9080,490,199.0,197.0
http://vellocinodeoro.hypotheses.org/656,486,457.0,448.0
http://arlap.hypotheses.org/5943,484,435.0,433.0
http://soziologieblog.hypotheses.org/9953,483,466.0,463.0
http://contagions.hypotheses.org/969,476,458.0,456.0
http://scoms.hypotheses.org/657,465,405.0,392.0
http://peripoietikes.hypotheses.org/290,459,362.0,382.0
http://criminocorpus.hypotheses.org/18,455,376.0,391.0
http://labexmed.hypotheses.org/2261,455,428.0,405.0
http://paleografia.hypotheses.org/2156,455,436.0,423.0
